Hotel Name,FIT,GROUP,Total,Domestic,China,Japan,Korea,HK & Macao,Singapore,Malaysia,Asia(Other Asia Region),North American,Europe,NZ & AU,Other,Chinese Overseas,Total
華王大飯店,4261,2776,7037,3596,944,1400,49,410,73,61,258,34,207,5,0,0,7037
華園大飯店,2518,6215,8733,3009,3793,730,92,160,249,7,484,154,35,20,0,0,8733
高雄國賓大飯店,10051,9468,19519,8978,5091,2907,199,333,217,237,410,180,486,108,373,0,19519
漢來大飯店,13872,3028,16900,8190,2168,1392,0,0,0,0,553,1354,776,253,1384,830,16900
高雄福華大飯店,12056,3303,15359,5867,2387,3668,487,625,155,92,482,444,418,146,588,0,15359
君鴻國際酒店,7709,9012,16721,8271,4781,902,259,925,180,103,400,316,340,89,155,0,16721
寒軒國際大飯店,7286,8313,15599,7685,3082,1549,320,391,31,33,2126,64,101,207,10,0,15599
麗尊大酒店,7673,2615,10288,6481,1793,656,160,669,125,17,47,153,151,36,0,0,10288
福容大飯店 高雄,4194,5582,9776,5961,3116,93,84,256,32,1,102,6,117,8,0,0,9776
